Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Variant Image,Variant All Images,Image Src,Image Position,Image Alt Text,Gift Card,Status,Google Shopping / Google Product Category,Google Shopping / Gender,Cost per item
pearl-bow-choker-necklace-CFF36,Pearl Bow Choker Necklace,"<p>Discover the iconic Coach Pearl Bow Choker Necklace jewelry, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Jewelry from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Pearl Bow Choker Necklace represents more than a jewelry — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating any outfit, gifting, or adding a signature finishing touch, this jewelry delivers the quality and character that those who celebrate considered accessorising demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Jewelry,"RudraScrapper-coach, accessories, coach, jewelry, men, mens-accessories, mens-jewellery, unisex, women, womens-accessories, womens-jewellery",TRUE,Title,Default Title,,,CFF36,,shopify,100,deny,manual,15250.0,19062.0,,,,,,https://coach.scene7.com/is/image/Coach/cff36_vp4_a0?$desktopProduct$,1,,,active,,unisex,12200.06
friday-i-m-in-love-by-camryn-garrett-book-bag-charm-CFK53,Friday I'm In Love By Camryn Garrett Book Bag Charm,"<p>Discover the iconic Coach Friday I'm In Love By Camryn Garrett Book Bag Charm women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Friday I'm In Love By Camryn Garrett Book Bag Charm represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CFK53,,shopify,100,deny,manual,15250.0,19062.0,,,,,,https://coach.scene7.com/is/image/Coach/cfk53_b4l38_a0?$desktopProduct$,1,,,active,,women,12200.06
womens-medium-corner-zip-wallet-with-floral-print,Medium Corner Zip Wallet With Floral Print,"<p>Discover the iconic Coach Medium Corner Zip Wallet With Floral Print handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Medium Corner Zip Wallet With Floral Print represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CEC30,,shopify,100,deny,manual,14445.0,18056.0,,,,,,https://coach.scene7.com/is/image/Coach/cec30_svyuc_a0?$desktopProduct$,1,,,active,,unisex,11555.84
womens-medium-corner-zip-wallet-with-floral-print,,,,,,,,Title,Default Title,,,CFA17,,shopify,100,deny,manual,14445.0,18056.0,,,,,,https://coach.scene7.com/is/image/Coach/cfa17_svblm_a0?$desktopProduct$,2,,,,,,11555.84
womens-medium-corner-zip-wallet-with-floral-print,,,,,,,,Title,Default Title,,,CFD94,,shopify,100,deny,manual,14445.0,18056.0,,,,,,https://coach.scene7.com/is/image/Coach/cfd94_impmc_a0?$desktopProduct$,3,,,,,,11555.84
mini-rowan-crossbody-bag-in-signature-denim-CDQ36,Mini Rowan Crossbody Bag In Signature Denim,"<p>Discover the iconic Coach Mini Rowan Crossbody Bag In Signature Denim women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Mini Rowan Crossbody Bag In Signature Denim represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CDQ36,,shopify,100,deny,manual,26524.0,33155.0,,,,,,https://coach.scene7.com/is/image/Coach/cdq36_imtyv_a0?$desktopProduct$,1,,,active,,women,21219.05
card-case-with-charms-CEZ23,Card Case With Charms,"<p>Discover the iconic Coach Card Case With Charms handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Card Case With Charms represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CEZ23,,shopify,100,deny,manual,9076.0,11345.0,,,,,,https://coach.scene7.com/is/image/Coach/cez23_svbk_a0?$desktopProduct$,1,,,active,,unisex,7261.08
womens-long-zip-around-wallet-in-signature-canvas,Long Zip Around Wallet In Signature Canvas,"<p>Discover the iconic Coach Long Zip Around Wallet In Signature Canvas handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Long Zip Around Wallet In Signature Canvas represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CW778,,shopify,100,deny,manual,15787.0,19734.0,,,,,,https://coach.scene7.com/is/image/Coach/cw778_imxum_a0?$desktopProduct$,1,,,active,,unisex,12629.53
womens-long-zip-around-wallet-in-signature-canvas,,,,,,,,Title,Default Title,,,CEC20,,shopify,100,deny,manual,15787.0,19734.0,,,,,,https://coach.scene7.com/is/image/Coach/cec20_impo_a0?$desktopProduct$,2,,,,,,12629.53
slipper-in-signature-shearling-CCO69,Slipper In Signature Shearling,"<p>Discover the iconic Coach Slipper In Signature Shearling handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Slipper In Signature Shearling represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, jacket, men, mens-apparel, mens-winterwear, unisex, women, womens-apparel, womens-winterwear",TRUE,Title,Default Title,,,CCO69,,shopify,100,deny,manual,8338.0,10422.0,,,,,,https://coach.scene7.com/is/image/Coach/cco69_mer_a0?$desktopProduct$,1,,,active,,unisex,6670.55
